type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
charge,[2008.       4.      29.      13.      44.      46.546],24,B0007,151,1384,01384.csv,,,
impedance,[2008.       4.      29.      16.      33.      38.281],24,B0007,152,1385,01385.csv,,0.04888655382152031,0.06968514370622465
discharge,[2008.       4.      29.      17.       5.      27.781],24,B0007,153,1386,01386.csv,1.8157025154845838,,
impedance,[2.0080e+03 4.0000e+00 2.9000e+01 1.8000e+01 2.0000e+00 2.1296e+01],24,B0007,154,1387,01387.csv,,0.0483951365393567,0.07135159504195451
charge,[2008.       4.      29.      18.      34.      10.656],24,B0007,155,1388,01388.csv,,,
impedance,[2008.      4.     29.     21.     28.     15.14],24,B0007,156,1389,01389.csv,,0.04805522182634865,0.06988641944387855
discharge,[2008.      4.     29.     22.      0.      4.75],24,B0007,157,1390,01390.csv,1.8002432178056673,,
impedance,[2008.       4.      29.      22.      56.      30.656],24,B0007,158,1391,01391.csv,,0.04880060650708679,0.07055158255812932
charge,[2008.       4.      29.      23.      28.      20.218],24,B0007,159,1392,01392.csv,,,
impedance,[2.008e+03 4.000e+00 3.000e+01 2.000e+00 1.200e+01 5.609e+00],24,B0007,160,1393,01393.csv,,0.047509200748586077,0.07037254012210739
discharge,[2.0080e+03 4.0000e+00 3.0000e+01 2.0000e+00 4.3000e+01 5.5312e+01],24,B0007,161,1394,01394.csv,1.7904476205609308,,
impedance,[2008.      4.     30.      3.     40.      3.39],24,B0007,162,1395,01395.csv,,0.047771007804623865,0.07071182578495028
charge,[2008.       4.      30.       4.      11.      53.078],24,B0007,163,1396,01396.csv,,,
impedance,[2008.       4.      30.       7.       9.      52.656],24,B0007,164,1397,01397.csv,,0.048179914298366426,0.07048007986898036
discharge,[2008.       4.      30.       7.      41.      42.578],24,B0007,165,1398,01398.csv,1.780343032300132,,
impedance,[2008.       4.      30.       8.      37.      42.406],24,B0007,166,1399,01399.csv,,0.04807094716422849,0.07168496170621791
charge,[2008.       4.      30.       9.       9.      32.281],24,B0007,167,1400,01400.csv,,,
impedance,[2008.       4.      30.      11.      56.      59.203],24,B0007,168,1401,01401.csv,,0.04853240735824653,0.07034952369656776
discharge,[2008.       4.      30.      12.      28.      49.265],24,B0007,169,1402,01402.csv,1.775328769596812,,
impedance,[2008.       4.      30.      13.      24.      39.734],24,B0007,170,1403,01403.csv,,0.04812925712317766,0.07103622899681207
charge,[2008.       4.      30.      13.      56.      29.843],24,B0007,171,1404,01404.csv,,,
impedance,[2008.       4.      30.      16.      48.      25.875],24,B0007,172,1405,01405.csv,,0.04974625536405859,0.07095960275807538
discharge,[2008.      4.     30.     17.     20.     16.14],24,B0007,173,1406,01406.csv,1.7702629734732853,,
impedance,[2008.      4.     30.     18.     16.      7.25],24,B0007,174,1407,01407.csv,,0.04905350092860657,0.0716505512430741
charge,[2008.      4.     30.     18.     47.     57.39],24,B0007,175,1408,01408.csv,,,
impedance,[2008.       4.      30.      21.      43.       3.656],24,B0007,176,1409,01409.csv,,0.04989362821249148,0.06988750479775756
discharge,[2008.       4.      30.      22.      14.      54.062],24,B0007,177,1410,01410.csv,1.760081061854204,,
impedance,[2008.       4.      30.      23.      10.      36.859],24,B0007,178,1411,01411.csv,,0.047713850867314125,0.07104861014688077
charge,[2008.      4.     30.     23.     42.     27.25],24,B0007,179,1412,01412.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 2.0000e+00 4.3000e+01 4.2562e+01],24,B0007,180,1413,01413.csv,,0.04762093306188868,0.06959637470924757
discharge,[2.008e+03 5.000e+00 1.000e+00 3.000e+00 1.500e+01 3.314e+01],24,B0007,181,1414,01414.csv,1.749647593537689,,
impedance,[2.008e+03 5.000e+00 1.000e+00 4.000e+00 1.100e+01 7.078e+00],24,B0007,182,1415,01415.csv,,0.04799398254598553,0.07155340020297168
charge,[2.0080e+03 5.0000e+00 1.0000e+00 4.0000e+00 4.2000e+01 5.7703e+01],24,B0007,183,1416,01416.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 7.0000e+00 4.4000e+01 1.2656e+01],24,B0007,184,1417,01417.csv,,0.04647996212810349,0.07109805169409975
discharge,[2.008e+03 5.000e+00 1.000e+00 8.000e+00 1.600e+01 3.343e+00],24,B0007,185,1418,01418.csv,1.749650075059311,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 9.0000e+00 1.1000e+01 2.7593e+01],24,B0007,186,1419,01419.csv,,0.04743838010781302,0.07011601815239543
charge,[2.0080e+03 5.0000e+00 1.0000e+00 9.0000e+00 4.3000e+01 1.8359e+01],24,B0007,187,1420,01420.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 1.2000e+01 4.2000e+01 3.4015e+01],24,B0007,188,1421,01421.csv,,0.04796925031131609,0.07089251138004057
discharge,[2.0080e+03 5.0000e+00 1.0000e+00 1.3000e+01 1.4000e+01 2.4875e+01],24,B0007,189,1422,01422.csv,1.745028739214683,,
impedance,[2.008e+03 5.000e+00 1.000e+00 1.400e+01 9.000e+00 5.064e+01],24,B0007,190,1423,01423.csv,,0.048992220667641126,0.07040814900058472
charge,[2.0080e+03 5.0000e+00 1.0000e+00 1.4000e+01 4.1000e+01 4.1578e+01],24,B0007,191,1424,01424.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 1.7000e+01 3.9000e+01 2.0015e+01],24,B0007,192,1425,01425.csv,,0.04822541815588505,0.07097691576307026
discharge,[2.0080e+03 5.0000e+00 1.0000e+00 1.8000e+01 1.1000e+01 1.0984e+01],24,B0007,193,1426,01426.csv,1.7396457455286727,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 1.9000e+01 6.0000e+00 2.6859e+01],24,B0007,194,1427,01427.csv,,0.04821470056663109,0.06961687203754899
charge,[2.0080e+03 5.0000e+00 1.0000e+00 1.9000e+01 3.8000e+01 1.7968e+01],24,B0007,195,1428,01428.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+00 2.2000e+01 3.8000e+01 2.4062e+01],24,B0007,196,1429,01429.csv,,0.04908955036286932,0.07022873713037443
discharge,[2.0080e+03 5.0000e+00 1.0000e+00 2.3000e+01 1.0000e+01 1.5265e+01],24,B0007,197,1430,01430.csv,1.7285642277717963,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 0.0000e+00 5.0000e+00 3.1015e+01],24,B0007,198,1431,01431.csv,,0.047912972518477946,0.06948120171428374
charge,[2.0080e+03 5.0000e+00 2.0000e+00 0.0000e+00 3.7000e+01 2.2234e+01],24,B0007,199,1432,01432.csv,,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 3.0000e+00 2.1000e+01 4.3218e+01],24,B0007,200,1433,01433.csv,,0.048817413924019566,0.07189407403925935
discharge,[2.0080e+03 5.0000e+00 2.0000e+00 3.0000e+00 5.3000e+01 3.4765e+01],24,B0007,201,1434,01434.csv,1.723900324588418,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 4.0000e+00 4.8000e+01 3.3343e+01],24,B0007,202,1435,01435.csv,,0.04761040788727024,0.0703612147830665
charge,[2.0080e+03 5.0000e+00 2.0000e+00 5.0000e+00 2.0000e+01 2.4687e+01],24,B0007,203,1436,01436.csv,,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 8.0000e+00 1.2000e+01 4.9328e+01],24,B0007,204,1437,01437.csv,,0.04889219507251717,0.07012605128802055
discharge,[2.0080e+03 5.0000e+00 2.0000e+00 8.0000e+00 4.4000e+01 4.0859e+01],24,B0007,205,1438,01438.csv,1.7139788776485192,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 9.0000e+00 3.9000e+01 4.0343e+01],24,B0007,206,1439,01439.csv,,0.048347237713963785,0.07029953014036178
charge,[2.0080e+03 5.0000e+00 2.0000e+00 1.0000e+01 1.1000e+01 3.1921e+01],24,B0007,207,1440,01440.csv,,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 1.3000e+01 1.1000e+01 1.3468e+01],24,B0007,208,1441,01441.csv,,0.04742321873077289,0.06907761875176498
discharge,[2.008e+03 5.000e+00 2.000e+00 1.300e+01 4.300e+01 5.093e+00],24,B0007,209,1442,01442.csv,1.7139701997004613,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+00 1.4000e+01 3.7000e+01 5.5109e+01],24,B0007,210,1443,01443.csv,,0.050111225517516046,0.06960073254899966
charge,[2.0080e+03 5.0000e+00 2.0000e+00 1.5000e+01 9.0000e+00 4.6812e+01],24,B0007,211,1444,01444.csv,,,
impedance,[2.008e+03 5.000e+00 2.000e+00 1.800e+01 1.100e+01 3.593e+00],24,B0007,212,1445,01445.csv,,0.048460437754935325,0.0708375336017697
discharge,[2.0080e+03 5.0000e+00 2.0000e+00 1.9000e+01 7.0000e+00 4.8359e+01],24,B0007,213,1446,01446.csv,1.7036521173638766,,
charge,[2.0080e+03 5.0000e+00 2.0000e+00 2.0000e+01 2.8000e+01 2.5781e+01],24,B0007,214,1447,01447.csv,,,
discharge,[2.0080e+03 5.0000e+00 2.0000e+00 2.3000e+01 2.4000e+01 1.7687e+01],24,B0007,215,1448,01448.csv,1.7040137474382486,,
impedance,[2008.       5.       3.       0.      18.      59.734],24,B0007,216,1449,01449.csv,,0.04874528416849275,0.07248947480976828
charge,[2008.       5.       3.       0.      50.      52.187],24,B0007,217,1450,01450.csv,,,
impedance,[2008.       5.       3.       3.      41.      16.453],24,B0007,218,1451,01451.csv,,0.04890922045962195,0.07224375321168745
discharge,[2008.       5.       3.       4.      13.       8.609],24,B0007,219,1452,01452.csv,1.6935716157343033,,
impedance,[2008.       5.       3.       5.       7.      41.812],24,B0007,220,1453,01453.csv,,0.04834801429353973,0.07007227991852431
charge,[2008.       5.       3.       5.      39.      33.921],24,B0007,221,1454,01454.csv,,,
impedance,[2008.       5.       3.       8.      38.      27.484],24,B0007,222,1455,01455.csv,,0.05049341528042814,0.0714779278737494
discharge,[2008.       5.       3.       9.      10.      19.812],24,B0007,223,1456,01456.csv,1.6876577363877656,,
impedance,[2008.       5.       3.      10.       4.      43.296],24,B0007,224,1457,01457.csv,,0.04790614551385609,0.07076656687245311
charge,[2008.       5.       3.      10.      36.      35.781],24,B0007,225,1458,01458.csv,,,
impedance,[2008.       5.       3.      13.      32.      41.671],24,B0007,226,1459,01459.csv,,0.049653807534869046,0.07281511275371025
discharge,[2008.       5.       3.      14.       4.      34.187],24,B0007,227,1460,01460.csv,1.6830744356583152,,
impedance,[2008.       5.       3.      14.      58.      49.093],24,B0007,228,1461,01461.csv,,0.04815631252607322,0.07031487671206166
charge,[2008.      5.      3.     15.     30.     41.64],24,B0007,229,1462,01462.csv,,,
impedance,[2008.       5.       3.      18.      26.      20.765],24,B0007,230,1463,01463.csv,,0.049804698569480284,0.07183693248710026
discharge,[2008.       5.       3.      18.      58.      13.468],24,B0007,231,1464,01464.csv,1.6779270142025482,,
impedance,[2008.       5.       3.      19.      52.      28.578],24,B0007,232,1465,01465.csv,,0.04871866527250497,0.07073110778960329
charge,[2008.       5.       3.      20.      24.      21.312],24,B0007,233,1466,01466.csv,,,
impedance,[2008.      5.      3.     23.     10.     37.25],24,B0007,234,1467,01467.csv,,0.04960142143548596,0.07212114083797687
discharge,[2008.       5.       3.      23.      42.      30.093],24,B0007,235,1468,01468.csv,1.6732060275966172,,
impedance,[2008.       5.       4.       0.      36.      36.703],24,B0007,236,1469,01469.csv,,0.04830978182442808,0.07064084986534173
charge,[2.0080e+03 5.0000e+00 4.0000e+00 1.0000e+00 8.0000e+00 2.9578e+01],24,B0007,237,1470,01470.csv,,,
impedance,[2008.       5.       4.       4.       9.      47.078],24,B0007,238,1471,01471.csv,,0.04933286951263678,0.07263784411726666
discharge,[2008    5    4    4   41   40],24,B0007,239,1472,01472.csv,1.6674367208253988,,
impedance,[2008.       5.       4.       5.      35.      36.578],24,B0007,240,1473,01473.csv,,0.04802200703480097,0.07107634151010893
charge,[2008.       5.       4.       6.       7.      29.546],24,B0007,241,1474,01474.csv,,,
impedance,[2008.       5.       4.       9.       8.      18.734],24,B0007,242,1475,01475.csv,,0.048245150285560964,0.07344417258506274
discharge,[2008.       5.       4.       9.      40.      11.906],24,B0007,243,1476,01476.csv,1.6622662630667526,,
impedance,[2008.       5.       4.      10.      34.       8.906],24,B0007,244,1477,01477.csv,,0.04887856396815102,0.07067979605623653
charge,[2008.       5.       4.      11.       6.       2.078],24,B0007,245,1478,01478.csv,,,
impedance,[2008.       5.       4.      14.       6.      20.031],24,B0007,246,1479,01479.csv,,0.05001512861656075,0.07381936636092858
discharge,[2008.       5.       4.      14.      38.      13.359],24,B0007,247,1480,01480.csv,1.6574243065763063,,
impedance,[2.008e+03 5.000e+00 4.000e+00 1.500e+01 3.200e+01 1.953e+00],24,B0007,248,1481,01481.csv,,0.04912443706060332,0.07004253090015103
charge,[2008.       5.       4.      16.       3.      55.281],24,B0007,249,1482,01482.csv,,,
impedance,[2008.       5.       4.      19.       5.      14.343],24,B0007,250,1483,01483.csv,,0.047456705587096075,0.07255600991617446
discharge,[2008.      5.      4.     19.     37.      7.89],24,B0007,251,1484,01484.csv,1.652538684928734,,
impedance,[2008.       5.       4.      20.      30.      47.687],24,B0007,252,1485,01485.csv,,0.04893713330364649,0.07109876809149202
charge,[2.0080e+03 5.0000e+00 4.0000e+00 2.1000e+01 2.0000e+00 4.1203e+01],24,B0007,253,1486,01486.csv,,,
impedance,[2.008e+03 5.000e+00 5.000e+00 0.000e+00 4.000e+00 2.500e-01],24,B0007,254,1487,01487.csv,,0.048886406569936064,0.07289868386035867
discharge,[2008.       5.       5.       0.      35.      53.968],24,B0007,255,1488,01488.csv,1.6472174627573322,,
impedance,[2.0080e+03 5.0000e+00 5.0000e+00 1.0000e+00 2.9000e+01 2.4203e+01],24,B0007,256,1489,01489.csv,,0.04911103876049412,0.07147560174006445
charge,[2.008e+03 5.000e+00 5.000e+00 2.000e+00 1.000e+00 1.789e+01],24,B0007,257,1490,01490.csv,,,
impedance,[2008    5    5    4   56   20],24,B0007,258,1491,01491.csv,,0.04904240478915373,0.07202371305148902
discharge,[2008.       5.       5.       5.      28.      13.937],24,B0007,259,1492,01492.csv,1.6364136810898071,,
impedance,[2008.       5.       5.       6.      21.      44.546],24,B0007,260,1493,01493.csv,,0.05030151322042697,0.07382011728457984
charge,[2008.       5.       5.       6.      53.      38.406],24,B0007,261,1494,01494.csv,,,
impedance,[2008.      5.      5.      9.     54.     58.25],24,B0007,262,1495,01495.csv,,0.04861981736892422,0.07223470556283451
discharge,[2008.     5.     5.    11.    41.    31.5],24,B0007,263,1496,01496.csv,1.6362554312048496,,
charge,[2008.       5.       5.      17.      40.      16.687],24,B0007,264,1497,01497.csv,,,
discharge,[2008.       5.       5.      20.      40.       8.562],24,B0007,265,1498,01498.csv,1.641119179218384,,
impedance,[2008.      5.      5.     21.     33.     38.39],24,B0007,266,1499,01499.csv,,0.04858590816702541,0.07223412421622642
charge,[2008.     5.     5.    22.     5.    32.5],24,B0007,267,1500,01500.csv,,,
impedance,[2.0080e+03 5.0000e+00 6.0000e+00 1.0000e+00 6.0000e+00 5.2015e+01],24,B0007,268,1501,01501.csv,,0.04830739180756976,0.07449610987674748
discharge,[2.0080e+03 5.0000e+00 6.0000e+00 1.0000e+00 3.8000e+01 4.6265e+01],24,B0007,269,1502,01502.csv,1.6315700789656966,,
impedance,[2.0080e+03 5.0000e+00 6.0000e+00 2.0000e+00 3.1000e+01 5.9093e+01],24,B0007,270,1503,01503.csv,,0.04876858782226287,0.07064567543830795
charge,[2008.      5.      6.      3.      3.     53.39],24,B0007,271,1504,01504.csv,,,
impedance,[2008.       5.       6.       6.       5.      11.921],24,B0007,272,1505,01505.csv,,0.04807714089362054,0.07403770271784743
discharge,[2008.       5.       6.       6.      37.       6.296],24,B0007,273,1506,01506.csv,1.621213282987236,,
impedance,[2008.       5.       6.       7.      30.      10.578],24,B0007,274,1507,01507.csv,,0.04812419279863444,0.07218949222755539
charge,[2.008e+03 5.000e+00 6.000e+00 8.000e+00 2.000e+00 5.062e+00],24,B0007,275,1508,01508.csv,,,
impedance,[2008.       5.       6.      10.      53.      26.531],24,B0007,276,1509,01509.csv,,0.048897202430558395,0.07193674461638987
discharge,[2008.       5.       6.      11.      25.      21.031],24,B0007,277,1510,01510.csv,1.6164273214762122,,
impedance,[2008.       5.       6.      12.      18.      26.171],24,B0007,278,1511,01511.csv,,0.048287687725557416,0.0711931915352938
charge,[2008.       5.       6.      12.      50.      20.781],24,B0007,279,1512,01512.csv,,,
impedance,[2008.       5.       6.      15.      51.      41.546],24,B0007,280,1513,01513.csv,,0.05060519273798081,0.07400471120772745
discharge,[2008.       5.       6.      16.      23.      36.296],24,B0007,281,1514,01514.csv,1.615823510161921,,
impedance,[2008.       5.       6.      17.      16.      40.109],24,B0007,282,1515,01515.csv,,0.0518898593763007,0.07337968785128729
charge,[2008.       5.       6.      17.      48.      34.906],24,B0007,283,1516,01516.csv,,,
impedance,[2008.       5.       6.      20.      49.      54.421],24,B0007,284,1517,01517.csv,,0.05513227508897388,0.07463188429536609
discharge,[2008.       5.       6.      21.      21.      49.265],24,B0007,285,1518,01518.csv,1.61672418029789,,
impedance,[2008.       5.       6.      22.      14.      45.453],24,B0007,286,1519,01519.csv,,0.05314810765507648,0.07419785919197229
charge,[2008.       5.       6.      22.      46.      40.375],24,B0007,287,1520,01520.csv,,,
impedance,[2.0080e+03 5.0000e+00 7.0000e+00 1.0000e+00 4.5000e+01 3.0125e+01],24,B0007,288,1521,01521.csv,,0.052122387063300676,0.07530335771038864
discharge,[2.0080e+03 5.0000e+00 7.0000e+00 2.0000e+00 1.7000e+01 2.5156e+01],24,B0007,289,1522,01522.csv,1.6108655863730026,,
impedance,[2008.       5.       7.       3.      10.      20.671],24,B0007,290,1523,01523.csv,,0.051886743475727706,0.07331681215513984
charge,[2008.      5.      7.      3.     42.     15.75],24,B0007,291,1524,01524.csv,,,
impedance,[2008.       5.       7.       6.      32.       6.906],24,B0007,292,1525,01525.csv,,0.05077571807567494,0.07496378520798935
discharge,[2008.       5.       7.       7.       4.       2.109],24,B0007,293,1526,01526.csv,1.6006603374309376,,
impedance,[2008.      5.      7.      7.     56.     39.25],24,B0007,294,1527,01527.csv,,0.05127880020286333,0.07413404629394856
charge,[2008.       5.       7.       8.      28.      34.453],24,B0007,295,1528,01528.csv,,,
impedance,[2008.       5.       7.      11.      29.      54.546],24,B0007,296,1529,01529.csv,,0.05126724930337932,0.07541159661766002
discharge,[2.0080e+03 5.0000e+00 7.0000e+00 1.2000e+01 1.0000e+00 4.9906e+01],24,B0007,297,1530,01530.csv,1.5959174487005663,,
impedance,[2008.      5.      7.     12.     54.     18.25],24,B0007,298,1531,01531.csv,,0.05162074784919272,0.07456760686704336
charge,[2008.       5.       7.      13.      26.      13.671],24,B0007,299,1532,01532.csv,,,
impedance,[2008.       5.       7.      16.      27.      34.437],24,B0007,300,1533,01533.csv,,0.051355678502895456,0.0749649652243977
discharge,[2008.       5.       7.      16.      59.      29.937],24,B0007,301,1534,01534.csv,1.5962179519462243,,
impedance,[2008.       5.       7.      17.      51.      59.125],24,B0007,302,1535,01535.csv,,0.05218773955758448,0.0730264613396324
charge,[2008.       5.       7.      18.      23.      54.687],24,B0007,303,1536,01536.csv,,,
impedance,[2008    5    7   21   24   14],24,B0007,304,1537,01537.csv,,0.05194895745860293,0.07469906780400354
discharge,[2008.       5.       7.      21.      56.       9.656],24,B0007,305,1538,01538.csv,1.5958065114633972,,
impedance,[2008.      5.      7.     22.     48.     38.75],24,B0007,306,1539,01539.csv,,0.051323546192023374,0.07394056507406407
charge,[2008.       5.       7.      23.      20.      34.515],24,B0007,307,1540,01540.csv,,,
impedance,[2.0080e+03 5.0000e+00 8.0000e+00 2.0000e+00 2.1000e+01 5.4109e+01],24,B0007,308,1541,01541.csv,,0.05128667477654547,0.07539484013414438
discharge,[2.0080e+03 5.0000e+00 8.0000e+00 2.0000e+00 5.3000e+01 4.9937e+01],24,B0007,309,1542,01542.csv,1.5906507821480704,,
impedance,[2008.       5.       8.       3.      46.       9.968],24,B0007,310,1543,01543.csv,,0.052841857026562786,0.07385806546031527
impedance,[2008.       5.       9.      11.      53.      10.593],24,B0007,311,1544,01544.csv,,0.05502813794451862,0.07705920199069437
discharge,[2008    5    9   12   25    7],24,B0007,312,1545,01545.csv,1.6888211161855506,,
impedance,[2008.       5.       9.      13.      19.      35.703],24,B0007,313,1546,01546.csv,,0.05527266157182866,0.07666481641775076
charge,[2008.       5.       9.      17.      26.      51.968],24,B0007,314,1547,01547.csv,,,
discharge,[2008.       5.       9.      20.      28.       9.734],24,B0007,315,1548,01548.csv,1.6259938279733204,,
impedance,[2008.       5.       9.      21.      21.       3.765],24,B0007,316,1549,01549.csv,,0.05378413050825462,0.07630704682775627
charge,[2.008e+03 5.000e+00 9.000e+00 2.100e+01 5.300e+01 2.810e-01],24,B0007,317,1550,01550.csv,,,
impedance,[2008.       5.      10.       0.      49.      59.984],24,B0007,318,1551,01551.csv,,0.05324102311684918,0.07558335014316388
discharge,[2.008e+03 5.000e+00 1.000e+01 1.000e+00 2.100e+01 5.650e+01],24,B0007,319,1552,01552.csv,1.6157433862812898,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+01 2.0000e+00 1.4000e+01 4.2109e+01],24,B0007,320,1553,01553.csv,,0.05478650507622205,0.07743191172663344
charge,[2.0080e+03 5.0000e+00 1.0000e+01 2.0000e+00 4.6000e+01 3.8734e+01],24,B0007,321,1554,01554.csv,,,
impedance,[2008.       5.      10.       5.      46.      15.296],24,B0007,322,1555,01555.csv,,0.05273469991494585,0.07574262774043826
discharge,[2008    5   10    6   18   12],24,B0007,323,1556,01556.csv,1.6056626764846538,,
impedance,[2008.       5.      10.       7.      10.      49.593],24,B0007,324,1557,01557.csv,,0.05427689977479273,0.07517125637103751
charge,[2008.       5.      10.       7.      42.      46.312],24,B0007,325,1558,01558.csv,,,
impedance,[2008.       5.      10.      10.      44.       7.859],24,B0007,326,1559,01559.csv,,0.054101669766115246,0.07605862048749032
discharge,[2008.       5.      10.      11.      16.       4.843],24,B0007,327,1560,01560.csv,1.5949746921524348,,
impedance,[2008.       5.      10.      12.       8.      32.875],24,B0007,328,1561,01561.csv,,0.05335555094385589,0.07624199701827614
charge,[2008.      5.     10.     12.     40.     29.89],24,B0007,329,1562,01562.csv,,,
impedance,[2008.      5.     10.     15.     39.     59.14],24,B0007,330,1563,01563.csv,,0.053379437619037746,0.0768769249386572
discharge,[2008.       5.      10.      16.      11.      56.109],24,B0007,331,1564,01564.csv,1.5904102438871945,,
impedance,[2008.       5.      10.      17.       4.      16.015],24,B0007,332,1565,01565.csv,,0.05518512471358772,0.0767334331584221
charge,[2008.       5.      10.      17.      36.      13.062],24,B0007,333,1566,01566.csv,,,
impedance,[2008.       5.      10.      20.      35.      57.437],24,B0007,334,1567,01567.csv,,0.05523767045005179,0.07884381066373808
discharge,[2008.       5.      10.      21.       7.      54.625],24,B0007,335,1568,01568.csv,1.5853517062988178,,
impedance,[2008.       5.      10.      22.       0.       5.781],24,B0007,336,1569,01569.csv,,0.053994133680981084,0.07773988563055201
charge,[2008.       5.      10.      22.      32.       2.937],24,B0007,337,1570,01570.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.1000e+01 1.0000e+00 3.3000e+01 2.4437e+01],24,B0007,338,1571,01571.csv,,0.054439338280930595,0.07785420519610012
discharge,[2.0080e+03 5.0000e+00 1.1000e+01 2.0000e+00 5.0000e+00 2.1796e+01],24,B0007,339,1572,01572.csv,1.5799737147242376,,
impedance,[2.0080e+03 5.0000e+00 1.1000e+01 2.0000e+00 5.7000e+01 3.2984e+01],24,B0007,340,1573,01573.csv,,0.055109377347250715,0.07623069832622051
charge,[2008.       5.      11.       3.      29.      30.359],24,B0007,341,1574,01574.csv,,,
impedance,[2008.      5.     11.      6.     23.     30.25],24,B0007,342,1575,01575.csv,,0.05405487569096337,0.07821105614795815
discharge,[2008.       5.      11.       6.      55.      27.734],24,B0007,343,1576,01576.csv,1.5752185465278068,,
impedance,[2008.       5.      11.       7.      47.      30.468],24,B0007,344,1577,01577.csv,,0.05479070192432567,0.0771316593546729
charge,[2008.       5.      11.       8.      19.      27.953],24,B0007,345,1578,01578.csv,,,
impedance,[2008.       5.      11.      11.      20.      49.578],24,B0007,346,1579,01579.csv,,0.05335322659418541,0.07819867312210359
discharge,[2008.       5.      11.      11.      52.      47.187],24,B0007,347,1580,01580.csv,1.569798484648868,,
impedance,[2008.       5.      11.      12.      44.      40.703],24,B0007,348,1581,01581.csv,,0.05372850301976263,0.07612674604645071
charge,[2008.      5.     11.     13.     16.     38.64],24,B0007,349,1582,01582.csv,,,
impedance,[2.008e+03 5.000e+00 1.100e+01 1.600e+01 1.800e+01 8.120e-01],24,B0007,350,1583,01583.csv,,0.05354779689154472,0.07799840526566774
discharge,[2008.       5.      11.      16.      49.      58.921],24,B0007,351,1584,01584.csv,1.5702565375950357,,
impedance,[2008.       5.      11.      17.      41.      53.265],24,B0007,352,1585,01585.csv,,0.05342880437818603,0.07475396587125875
charge,[2008.       5.      11.      18.      13.      51.109],24,B0007,353,1586,01586.csv,,,
impedance,[2008.       5.      11.      21.      15.      14.843],24,B0007,354,1587,01587.csv,,0.05429631089195726,0.07755605645193993
discharge,[2008.       5.      11.      21.      47.      12.843],24,B0007,355,1588,01588.csv,1.565249873909438,,
impedance,[2008.       5.      11.      22.      38.      57.843],24,B0007,356,1589,01589.csv,,0.05466184236291413,0.07846015850370025
charge,[2008.       5.      11.      23.      10.      55.875],24,B0007,357,1590,01590.csv,,,
impedance,[2.008e+03 5.000e+00 1.200e+01 2.000e+00 5.000e+00 7.030e-01],24,B0007,358,1591,01591.csv,,0.054140507846383475,0.07849103991881125
discharge,[2.0080e+03 5.0000e+00 1.2000e+01 2.0000e+00 3.6000e+01 5.8921e+01],24,B0007,359,1592,01592.csv,1.559633933561147,,
impedance,[2008.       5.      12.       3.      28.      34.484],24,B0007,360,1593,01593.csv,,0.053882401638940244,0.0774785569851945
charge,[2008.       5.      12.       4.       0.      32.718],24,B0007,361,1594,01594.csv,,,
impedance,[2008.       5.      12.      12.      24.      36.453],24,B0007,362,1595,01595.csv,,0.05497736185369785,0.07863873360391814
discharge,[2008.       5.      12.      12.      56.      34.781],24,B0007,363,1596,01596.csv,1.5649820533392105,,
impedance,[2008.      5.     12.     13.     48.     19.89],24,B0007,364,1597,01597.csv,,0.05427616393971161,0.07537775917996459
charge,[2008.      5.     12.     16.     11.     11.14],24,B0007,365,1598,01598.csv,,,
discharge,[2008.       5.      12.      18.      59.      59.453],24,B0007,366,1599,01599.csv,1.57497949984227,,
impedance,[2008.       5.      12.      19.      51.      52.953],24,B0007,367,1600,01600.csv,,0.05377474963866314,0.07616309255239219
charge,[2008.       5.      12.      20.      23.      51.828],24,B0007,368,1601,01601.csv,,,
impedance,[2008.       5.      12.      23.      21.      19.078],24,B0007,369,1602,01602.csv,,0.054523978157317556,0.0781727897082057
discharge,[2008.       5.      12.      23.      53.      17.609],24,B0007,370,1603,01603.csv,1.5652811168780458,,
impedance,[2008.      5.     13.      0.     44.     53.25],24,B0007,371,1604,01604.csv,,0.0531805398246686,0.07546214094908074
charge,[2.0080e+03 5.0000e+00 1.3000e+01 1.0000e+00 1.6000e+01 5.1859e+01],24,B0007,372,1605,01605.csv,,,
impedance,[2008.      5.     13.      4.      3.     26.64],24,B0007,373,1606,01606.csv,,0.05441238770330601,0.07816806645061
discharge,[2008.       5.      13.       4.      35.      25.359],24,B0007,374,1607,01607.csv,1.559755497470126,,
